team,player,minute,x_start,y_start,x_end,y_end
Argentina,Nicolás Hernán Otamendi,39,26.6,26.7,37.1,32.0
Argentina,Enzo Fernandez,39,37.1,32.0,45.2,72.7
Argentina,Nahuel Molina Lucero,39,48.4,73.3,52.7,69.5
France,Aurélien Djani Tchouaméni,39,55.0,32.7,62.5,23.1
France,Adrien Rabiot,39,62.5,22.8,51.8,26.5
France,Aurélien Djani Tchouaméni,39,51.8,26.5,41.3,5.1
France,Dayotchanculle Upamecano,39,41.3,5.7,87.5,19.2
Argentina,Cristian Gabriel Romero,39,32.6,60.9,40.1,71.6
Argentina,Nahuel Molina Lucero,39,40.7,74.8,38.3,70.9
Argentina,Rodrigo Javier De Paul,39,43.1,69.7,40.1,75.9
Argentina,Nahuel Molina Lucero,39,39.8,75.9,51.0,74.6
Argentina,Rodrigo Javier De Paul,39,51.0,75.0,54.4,75.4
France,Aurélien Djani Tchouaméni,39,65.7,4.7,96.1,5.3
Argentina,Cristian Gabriel Romero,39,24.0,74.8,37.5,61.1
Argentina,Enzo Fernandez,39,37.5,61.1,36.9,73.3
Argentina,Nahuel Molina Lucero,40,36.9,72.9,40.7,76.5
Argentina,Rodrigo Javier De Paul,40,40.7,76.3,23.6,30.9
Argentina,Nicolás Hernán Otamendi,40,25.5,28.8,48.4,3.1
Argentina,Nicolás Hernán Otamendi,41,51.2,3.1,48.4,20.9
Argentina,Ángel Fabián Di María Hernández,41,72.1,4.4,39.8,60.3
Argentina,Nahuel Molina Lucero,41,42.2,57.9,32.4,28.2
Argentina,Nicolás Hernán Otamendi,41,34.9,24.5,49.7,5.7
Argentina,Ángel Fabián Di María Hernández,42,57.0,3.6,29.6,16.6
Argentina,Nicolás Hernán Otamendi,42,26.4,18.5,19.5,44.4
Argentina,Cristian Gabriel Romero,42,15.5,47.6,43.7,41.4
Argentina,Enzo Fernandez,42,54.4,40.6,102.3,6.6
France,Jules Koundé,42,2.8,65.8,10.5,71.2
France,Hugo Lloris,43,7.0,36.1,72.4,28.8
Argentina,Cristian Gabriel Romero,43,33.1,54.1,28.4,70.7
Argentina,Nahuel Molina Lucero,43,28.7,75.0,39.6,74.8
France,Adrien Rabiot,43,80.5,5.3,86.5,5.5
Argentina,Enzo Fernandez,43,37.5,66.7,51.0,65.4
France,Aurélien Djani Tchouaméni,43,76.6,11.1,82.0,5.1
France,Adrien Rabiot,43,83.9,5.9,79.6,6.6
France,Theo Bernard François Hernández,43,69.6,0.1,71.5,8.7
France,Aurélien Djani Tchouaméni,43,71.5,8.7,68.9,3.6
France,Theo Bernard François Hernández,43,68.9,3.6,45.0,7.7
France,Dayotchanculle Upamecano,43,48.4,22.4,56.3,7.0
France,Theo Bernard François Hernández,43,56.3,7.0,45.0,16.4
France,Dayotchanculle Upamecano,43,42.8,20.7,40.5,51.7
France,Raphaël Varane,43,63.1,58.3,56.3,47.4
France,Aurélien Djani Tchouaméni,44,56.3,46.8,45.6,32.3
France,Dayotchanculle Upamecano,44,53.1,8.1,68.3,19.0
France,Theo Bernard François Hernández,44,56.5,7.0,55.9,27.5
France,Aurélien Djani Tchouaméni,44,55.4,28.4,55.7,49.2
France,Raphaël Varane,44,55.2,47.4,49.2,29.9
France,Dayotchanculle Upamecano,44,47.7,31.4,47.5,71.6
France,Jules Koundé,44,77.5,71.2,86.7,77.2
France,Randal Kolo Muani,44,85.2,64.8,94.4,57.3
Argentina,Nicolás Hernán Otamendi,44,25.7,22.8,32.4,27.5
France,Aurélien Djani Tchouaméni,44,86.0,55.1,84.7,46.2
Argentina,Enzo Fernandez,44,38.5,33.1,41.6,40.7
France,Adrien Rabiot,44,78.5,39.4,91.3,30.4
Argentina,Nahuel Molina Lucero,44,28.8,49.7,43.3,49.2
Argentina,Lionel Andrés Messi Cuccittini,44,37.5,53.8,44.3,74.2
Argentina,Nahuel Molina Lucero,45,55.7,76.1,58.0,67.5
France,Adrien Rabiot,45,62.1,12.6,63.1,0.8
Argentina,Nahuel Molina Lucero,45,57.6,80.0,52.0,72.9
Argentina,Rodrigo Javier De Paul,45,50.5,74.6,32.1,70.1
Argentina,Cristian Gabriel Romero,45,30.2,64.5,27.7,28.0
Argentina,Nicolás Hernán Otamendi,45,27.4,26.2,43.5,3.6
Argentina,Nicolás Alejandro Tagliafico,45,43.5,3.6,112.8,19.0
France,Hugo Lloris,45,9.2,57.7,26.8,34.8
France,Dayotchanculle Upamecano,45,38.8,33.3,46.7,26.9
France,Aurélien Djani Tchouaméni,45,56.1,20.9,66.4,7.7
France,Theo Bernard François Hernández,45,67.8,7.2,42.2,14.9
France,Dayotchanculle Upamecano,45,42.8,16.2,53.3,48.1
France,Adrien Rabiot,46,80.7,72.9,73.6,76.1
France,Jules Koundé,46,74.1,76.3,65.9,49.6
France,Aurélien Djani Tchouaméni,46,67.4,41.0,78.3,7.9
France,Theo Bernard François Hernández,46,78.3,6.8,69.1,17.5
France,Aurélien Djani Tchouaméni,46,69.8,16.4,56.9,24.8
France,Dayotchanculle Upamecano,46,56.5,26.9,86.9,20.3
France,Kylian Mbappé Lottin,46,91.8,4.7,99.7,10.9
France,Marcus Thuram,46,113.0,5.5,112.6,10.2
Argentina,Damián Emiliano Martínez,47,15.9,73.1,85.2,61.3
France,Aurélien Djani Tchouaméni,47,34.9,18.8,53.1,14.7
Argentina,Nahuel Molina Lucero,47,66.8,64.5,80.3,54.5
Argentina,Lionel Andrés Messi Cuccittini,47,80.3,56.4,100.8,53.0
Argentina,Nahuel Molina Lucero,48,104.9,80.0,97.6,72.2
